"Stage","Strategy","RunId","CouponId","Quantity","Users","RepeatsPerUser","Requests","Vus","K6ExitCode","CompletedRun","ValidRun","DuplicatePolicyConsistent","ExpectedResultsMatched","ScenarioPassed","Attempted","Completed","ExpectedSuccess","ExpectedDuplicateUser","ExpectedRemaining","Success","SoldOut","DuplicateRequest","DuplicateUser","InternalError","SetupError","Unexpected","RequestsPerSecond","AvgMs","P90Ms","P95Ms","P99Ms","MaxMs","SuccessAvgMs","SuccessP90Ms","SuccessP95Ms","SuccessP99Ms","SoldOutAvgMs","SoldOutP95Ms","DuplicateUserAvgMs","DuplicateUserP90Ms","DuplicateUserP95Ms","DuplicateUserP99Ms","DuplicateUserMaxMs","DbRemaining","RedisRemaining","EffectiveRemaining","IssueCount","Consistent"
"duplicate-user","redis-lua","r0816vu200r1-u-01","14","10000","10000","3","30000","200","99","True","False","False","False","False","30000","30000","10000","20000","0","9996","4","0","19954","0","0","50","572.3284286999998","347.90838734333585","364.4185","370.55062000000004","437.16261899999995","774.8902","341.2253029111648","360.9837","366.18449999999996","424.7624499999998","340.60575","341.35964","352.05979098927617","366.01052","372.57065","443.1151790000002","774.8902","10000","4","4","9996","True"
"duplicate-user","redis-decr","r0816vu200r1-u-02","15","10000","10000","3","30000","200","99","True","False","False","False","False","30000","30000","10000","20000","0","9999","13","0","19967","0","0","34","573.3267054472876","347.54980525666787","363.0157","369.800625","437.92128199999996","967.3756","340.26976543654376","358.95542","364.99249000000003","418.315914","309.6776538461539","315.75066","351.58566452646915","364.4432","371.3496","447.19284200000004","967.3756","10000","1","1","9999","True"
"duplicate-user","redis-lock","r0816vu200r1-u-03","16","10000","10000","3","30000","200","99","True","False","False","False","False","30000","30000","10000","20000","0","9995","0","0","19716","245","0","44","336.27896519250413","592.420043476671","634.91989","654.88702","696.4388919999997","1224.9203","574.0729009404714","606.18006","618.49793","644.0721159999995",,,"601.8589537380825","641.92695","659.878175","698.7762399999996","1224.9203","10000","5","5","9995","True"
"duplicate-user","conditional","r0816vu200r1-u-04","17","10000","10000","3","30000","200","99","True","False","False","False","False","30000","30000","10000","20000","0","9996","0","0","19975","0","0","29","276.76016856436013","719.9105976966642","741.4204500000001","748.855235","799.449695","1445.6795","718.8929995398141","740.57125","747.6555","798.6026299999999",,,"721.4650066332907","741.83968","749.29677","800.097004","1445.6795","4",,"4","9996","True"
"duplicate-user","optimistic","r0816vu200r1-u-05","18","10000","10000","3","30000","200","99","True","False","False","False","False","30000","30000","10000","20000","0","9975","0","0","19899","37","0","89","209.42477541962478","951.9850695433372","1904.80908","2379.948305","3431.1945679999944","5247.3094","818.2213838295745","1698.5951200000002","2177.8623899999993","3362.8341680000003",,,"1016.5929416855118","1916.6237800000001","2390.99376","3410.821114","5084.3705","25",,"25","9975","True"
"duplicate-user","pessimistic","r0816vu200r1-u-06","19","10000","10000","3","30000","200","99","True","False","False","False","False","30000","30000","10000","20000","0","9978","0","0","19931","0","0","91","254.59828390538772","782.5236264433347","809.30158","824.89031","861.356194","1520.2415","783.482388865507","809.10367","824.42763","860.749286",,,"785.6164526215415","809.539","825.3152","861.9283","1520.2415","22",,"22","9978","True"
"duplicate-user","jvm-lock","r0816vu200r1-u-07","20","10000","10000","3","30000","200","99","True","False","False","False","False","30000","30000","10000","20000","0","9990","0","0","19936","0","0","74","169.62692546901502","1174.8184390333442","1201.79836","1221.868","1255.54048","1284.5922","1178.7200038738683","1204.08674","1223.677835","1257.6469200000001",,,"1177.2241338433053","1200.8658500000001","1220.0111","1254.476905","1284.5922","10",,"10","9990","True"
"duplicate-user","direct","r0816vu200r1-u-08","21","10000","10000","3","30000","200","99","True","False","False","False","False","30000","30000","10000","20000","0","9980","0","0","19931","0","0","89","402.56494037055796","494.78689720666705","515.94789","523.312895","576.789538","597.1512","494.8931431062136","514.86072","522.2404849999999","575.107671",,,"496.9431211680322","516.5602","523.83205","577.2244500000002","597.1512","7511",,"7511","9980","False"
