"Stage","Strategy","RunId","CouponId","Quantity","Users","RepeatsPerUser","Requests","Vus","K6ExitCode","CompletedRun","ValidRun","DuplicatePolicyConsistent","ExpectedResultsMatched","ScenarioPassed","Attempted","Completed","ExpectedSuccess","ExpectedDuplicateUser","ExpectedRemaining","Success","SoldOut","DuplicateRequest","DuplicateUser","InternalError","SetupError","Unexpected","RequestsPerSecond","AvgMs","P90Ms","P95Ms","P99Ms","MaxMs","SuccessAvgMs","SuccessP90Ms","SuccessP95Ms","SuccessP99Ms","SoldOutAvgMs","SoldOutP95Ms","DuplicateUserAvgMs","DuplicateUserP90Ms","DuplicateUserP95Ms","DuplicateUserP99Ms","DuplicateUserMaxMs","DbRemaining","RedisRemaining","EffectiveRemaining","IssueCount","Consistent"
"duplicate-user","redis-watch","r0816watchvu100r1-u-01","15","10000","10000","3","30000","100","99","True","False","False","False","False","30000","30000","10000","20000","0","991","0","0","1860","398","0","26751","887.5108488216772","49.79708449000016","256.5372900000045","468.323085","585.20643","1155.3042","438.96532038345083","505.5977","557.4618499999999","635.0073000000001",,,"480.72383059139884","562.28786","610.7644949999999","726.4910420000006","1065.935","10000","9009","9009","991","True"
